Name,campaignId,companyName,AdExtension_Type,id,source,phoneNumber,address,iconMediaId,id,email,shouldSyncUrl,iconMediaId,AdExtension_Type,phoneNumber,isCallOnly,AdExtension_Type,countryCode,id,id,sitelinks,AdExtension_Type,network,Stats_Type
Manchester,89071962,Manchester AlphaGraphics,LocationExtension,159846282,ADWORDS_FRONTEND,(888) 910-6605,"8 Perimeter Road, Manchester, NH, US, 03103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Manchester,89071962,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 910-6605,false,MobileExtension,US,159846402,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Manchester,89071962,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 910-6605,false,MobileExtension,US,229460442,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Manchester,89072082,Manchester AlphaGraphics,LocationExtension,159846282,ADWORDS_FRONTEND,(888) 910-6605,"8 Perimeter Road, Manchester, NH, US, 03103",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Manchester,89072082,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 910-6605,false,MobileExtension,US,159846402,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Manchester,89072082,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 910-6605,false,MobileExtension,US,229460442,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55633987,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 319-4513,false,MobileExtension,US,4998427,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55633987,AlphaGraphics,LocationExtension,4998547,ADWORDS_FRONTEND,(888) 319-4513,"74 Canal St, Boston, MA, US, 02114",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55633987,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 319-4513,true,MobileExtension,US,285708907,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55634107,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 319-4513,false,MobileExtension,US,4998787,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55634107,AlphaGraphics,LocationExtension,4998907,ADWORDS_FRONTEND,(888) 319-4513,"74 Canal St, Boston, MA, US, 02114",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Metro,55634107,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 319-4513,true,MobileExtension,US,285709027,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tacoma,106682467,AlphaGraphics Tacoma,LocationExtension,374092747,ADWORDS_FRONTEND,(888) 393-4004,"5005 Pacific Highway East, Tacoma, WA, US, 98424",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Tacoma,106682467,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-4004,false,MobileExtension,US,374092867,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tacoma,106682467,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-4004,false,MobileExtension,US,434127787,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tacoma,106682587,AlphaGraphics Tacoma,LocationExtension,374092747,ADWORDS_FRONTEND,(888) 393-4004,"5005 Pacific Highway East, Tacoma, WA, US, 98424",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Tacoma,106682587,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-4004,false,MobileExtension,US,374092867,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tacoma,106682587,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 393-4004,false,MobileExtension,US,434127787,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375496,AlphaGraphics Worcester,LocationExtension,1390216,ADWORDS_FRONTEND,1 (888) 206-2830,"184 Main Street, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375496,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 206-2830,false,MobileExtension,US,13200106,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375496,Alpha Graphics,LocationExtension,14414296,ADWORDS_FRONTEND,(888) 206-2830,"184 Main St, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375496,Alpha Graphics,LocationExtension,406942516,ADWORDS_FRONTEND,(888) 921-5752,"184 Main St, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375586,AlphaGraphics Worcester,LocationExtension,1385356,ADWORDS_FRONTEND,1 (888) 206-2830,"184 Main Street, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375586,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 206-2830,false,MobileExtension,US,13200016,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375586,Alpha Graphics,LocationExtension,14414116,ADWORDS_FRONTEND,(888) 206-2830,"184 Main St, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375586,Alpha Graphics,LocationExtension,14414206,ADWORDS_FRONTEND,(888) 206-2830,"184 Main St, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Worcester Group,168375586,Alpha Graphics,LocationExtension,406942636,ADWORDS_FRONTEND,(888) 921-5752,"184 Main St, Worcester, MA, US, 01608",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Evansville,68719194,AlphaGraphics Evansville,LocationExtension,29339514,ADWORDS_FRONTEND,(888) 492-0502,"6220 Vogel Road, Evansville, IN, US, 47715",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Evansville,68719194,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 492-0502,true,MobileExtension,US,37218354,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Evansville,68719314,AlphaGraphics Evansville,LocationExtension,29339514,ADWORDS_FRONTEND,(888) 492-0502,"6220 Vogel Road, Evansville, IN, US, 47715",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Evansville,68719314,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 492-0502,true,MobileExtension,US,37218354,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Metairie,64956321,AlphaGraphics Metairie,LocationExtension,119506881,ADWORDS_FRONTEND,(888) 530-9621,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956321,AlphaGraphics Metairie,LocationExtension,119622561,ADWORDS_FRONTEND,(888) 530-9621,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956321,AlphaGraphics Metairie,LocationExtension,609756801,ADWORDS_FRONTEND,(888) 926-6433,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956321,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-6433,false,MobileExtension,US,609756921,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Metairie,64956441,AlphaGraphics Metairie,LocationExtension,119506881,ADWORDS_FRONTEND,(888) 530-9621,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956441,AlphaGraphics Metairie,LocationExtension,119622561,ADWORDS_FRONTEND,(888) 530-9621,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956441,AlphaGraphics Metairie,LocationExtension,609756801,ADWORDS_FRONTEND,(888) 926-6433,"2315 N. Woodlawn Avenue, Metairie, LA, US, 70001",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Metairie,64956441,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-6433,false,MobileExtension,US,609756921,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199695,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 214-4321,false,MobileExtension,US,21943855,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199695,AlphaGraphics Waltham,LocationExtension,21943975,ADWORDS_FRONTEND,(888) 214-4321,"21 Green St., Waltham, MA, US, 02451",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199815,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 214-4321,false,MobileExtension,US,21943375,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199815,AlphaGraphics,LocationExtension,21943495,ADWORDS_FRONTEND,(888) 214-4321,"21 Green St, Waltham, MA, US, 02451",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199815,AlphaGraphics,LocationExtension,21943615,ADWORDS_FRONTEND,(888) 214-4321,"21 Green St, Waltham, MA, US, 02451",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Boston - Waltham,58199815,AlphaGraphics,LocationExtension,21943735,ADWORDS_FRONTEND,(888) 214-4321,"21 Green St, Waltham, MA, US, 02451",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,44373948,AlphaGraphics Dayton,LocationExtension,1285998,ADWORDS_FRONTEND,1 (888) 844-2363,"12 Stults Road, Dayton, NJ, US, 08810",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,44373948,AlphaGraphics Hillsborough,LocationExtension,1320918,ADWORDS_FRONTEND,1 (888) 897-9817,"173 Route 206 North, Hillsborough, NJ, US, 08844",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,44374038,AlphaGraphics Dayton,LocationExtension,1286088,ADWORDS_FRONTEND,1 (888) 844-2363,"12 Stults Road, Dayton, NJ, US, 08810",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,44374038,AlphaGraphics Hillsborough,LocationExtension,1321008,ADWORDS_FRONTEND,1 (888) 897-9817,"173 Route 206 North, Hillsborough, NJ, US, 08844",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Bozeman,90851379,AlphaGraphics Bozeman,LocationExtension,40045419,ADWORDS_FRONTEND,(888) 906-9239,"201 East Mendenhall Street, Bozeman, MT, US, 59715",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Bozeman,90851379,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-9239,true,MobileExtension,US,40045539,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Bozeman,90851499,AlphaGraphics Bozeman,LocationExtension,40045419,ADWORDS_FRONTEND,(888) 906-9239,"201 East Mendenhall Street, Bozeman, MT, US, 59715",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Bozeman,90851499,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 906-9239,true,MobileExtension,US,40045539,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tysons,127234177,AlphaGraphics of Tysons,LocationExtension,103620337,ADWORDS_FRONTEND,(888) 921-2119,"2735 Hartland Rd, Falls Church, VA, US, 22043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Tysons,127234177,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 921-2119,false,MobileExtension,US,103620457,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Tysons,127234297,AlphaGraphics of Tysons,LocationExtension,103620337,ADWORDS_FRONTEND,(888) 921-2119,"2735 Hartland Rd, Falls Church, VA, US, 22043",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Tysons,127234297,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 921-2119,false,MobileExtension,US,103620457,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058053,AlphaGraphics Providence,LocationExtension,5165413,ADWORDS_FRONTEND,1 (888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058053,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 892-4199,false,MobileExtension,US,8018323,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058053,Alpha Graphics,LocationExtension,8104183,ADWORDS_FRONTEND,(888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058053,Alpha Graphics,LocationExtension,8104543,ADWORDS_FRONTEND,(888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058053,Alpha Graphics,LocationExtension,185022403,ADWORDS_FRONTEND,(888) 501-6923,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058143,AlphaGraphics Providence,LocationExtension,5165503,ADWORDS_FRONTEND,1 (888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058143,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 892-4199,false,MobileExtension,US,8018413,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058143,Alpha Graphics,LocationExtension,8104273,ADWORDS_FRONTEND,(888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058143,Alpha Graphics,LocationExtension,8104633,ADWORDS_FRONTEND,(888) 892-4199,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",49058143,Alpha Graphics,LocationExtension,185022523,ADWORDS_FRONTEND,(888) 501-6923,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",58148083,Alpha Graphics,LocationExtension,185022403,ADWORDS_FRONTEND,(888) 501-6923,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",58148083,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 501-6923,true,MobileExtension,US,186002203,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
"Providence, UT",58148203,Alpha Graphics,LocationExtension,185022403,ADWORDS_FRONTEND,(888) 501-6923,"517 West 100 North, Providence, UT, US, 84332",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
"Providence, UT",58148203,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 501-6923,true,MobileExtension,US,186002203,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics Oakbrook Terrace,LocationExtension,5551079,ADWORDS_FRONTEND,1 (888) 609-3593,"18W100 22nd Street, Oakbrook Terrace, IL, US, 60181",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics LaGrange Park,LocationExtension,5551169,ADWORDS_FRONTEND,1 (888) 649-5728,"417 North La Grange Road, La Grange Park, IL, US, 60526",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics Bannockburn Deerfield,LocationExtension,5551259,ADWORDS_FRONTEND,1 (888) 571-7753,"2561 Waukegan Road, Bannockburn, IL, US, 60015",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics Schaumburg,LocationExtension,5551349,ADWORDS_FRONTEND,1 (888) 254-6594,"636 E. Remington Rd., Schaumburg, IL, US, 60173",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics Des Plaines,LocationExtension,5551439,ADWORDS_FRONTEND,1 (888) 245-8322,"1580 South River Road, Des Plaines, IL, US, 60018",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49783919,AlphaGraphics Elk Grove Village,LocationExtension,5551529,ADWORDS_FRONTEND,1 (888) 658-9681,"86 Biesterfield Road, Elk Grove Village, IL, US, 60007",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics Oakbrook Terrace,LocationExtension,5551619,ADWORDS_FRONTEND,1 (888) 609-3593,"18W100 22nd Street, Oakbrook Terrace, IL, US, 60181",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics LaGrange Park,LocationExtension,5551709,ADWORDS_FRONTEND,1 (888) 649-5728,"417 N. LaGrange Road, La Grange Park, IL, US, 60526",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics Bannockburn Deerfield,LocationExtension,5551799,ADWORDS_FRONTEND,1 (888) 571-7753,"2561 Waukegan Road, Bannockburn, IL, US, 60015",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics Schaumburg,LocationExtension,5551889,ADWORDS_FRONTEND,1 (888) 254-6594,"636 E. Remington Rd., Schaumburg, IL, US, 60173",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics Des Plaines,LocationExtension,5551979,ADWORDS_FRONTEND,1 (888) 245-8322,"1580 South River Road, Des Plaines, IL, US, 60018",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,49784009,AlphaGraphics Elk Grove Village,LocationExtension,5552069,ADWORDS_FRONTEND,1 (888) 658-9681,"86 Biesterfield Road, Elk Grove Village, IL, US, 60007",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Park City,40517786,AlphaGraphics Park City,LocationExtension,791696,ADWORDS_FRONTEND,1 (888) 232-0381,"1300 Snow Creek Dr, Park City, UT, US, 84060",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Park City,40517786,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 232-0381,false,MobileExtension,US,1929836,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Park City,40517786,Alpha Graphics,LocationExtension,2709866,ADWORDS_FRONTEND,(888) 232-0381,"1300 Snow Creek Dr, Park City, UT, US, 84060",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Park City,40517876,AlphaGraphics Park City,LocationExtension,791786,ADWORDS_FRONTEND,1 (888) 232-0381,"1300 Snow Creek Dr, Park City, UT, US, 84060",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Park City,40517876,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 232-0381,false,MobileExtension,US,1929926,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
Park City,40517876,Alpha Graphics,LocationExtension,2709686,ADWORDS_FRONTEND,(888) 232-0381,"1300 Snow Creek Dr, Park City, UT, US, 84060",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Ft Worth - Arlington,121847212,AlphaGraphics Arlington,LocationExtension,278578852,ADWORDS_FRONTEND,(888) 860-9223,"2540 E. Pioneer Parkway, # 180, Arlington, TX, US, 76010",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
Ft Worth - Arlington,121847332,AlphaGraphics Arlington,LocationExtension,278578852,ADWORDS_FRONTEND,(888) 860-9223,"2540 E. Pioneer Parkway, # 180, Arlington, TX, US, 76010",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
,95880189,N/A,MobileExtension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MobileExtension,(888) 926-9718,false,MobileExtension,US,193964349,N/A,N/A,MobileExtension,ALL,CampaignAdExtensionStats
,95880189,Mahwah AlphaGraphics,LocationExtension,193964589,ADWORDS_FRONTEND,(888) 926-9718,"1 Lethbridge Plaza, Mahwah, NJ, US, 07430",1000,N/A,N/A,N/A,N/A,LocationExtension,N/A,N/A,LocationExtension,N/A,N/A,N/A,N/A,LocationExtension,ALL,CampaignAdExtensionStats
